action_apraise_recorder,beam_coordinate,beam_head_coordinate,beam_tail_coordinate,box_half_up_coordinate,box_hand_relax_grap,box_up_coordinate,class_name,current_drill_gear,current_drill_gear_coordinate,current_pole_distance_not_in_hole,current_pole_number_in_hole,current_push_pull_gear,current_push_pull_gear_coordinate,hand_box_cloumns_1_coordinate,hand_box_cloumns_3_coordinate,hand_box_unstop_beam_driving_coordinate,hand_coordinate,hand_get_pole_at_beam_coordinate,hand_velocity,machine_angle_H,machine_angle_V,messure_drill,messure_push_pull,messure_water,oil_deep,order_name,order_parameter,pic_box_colum1_pole_number,pic_file,pic_hand_grap_faild,pole_angle_at_machine,pole_angle_at_machine_12colock,pole_angle_at_remote,push_pull_coordinate_begin,push_pull_coordinate_stop,tigger_coordinate_outer,tigger_head_move_coordinate,tigger_head_move_coordinate_middle,tigger_inner_coordinate,tigger_inner_drill_relax,tigger_inner_grap_coordinate,tigger_inner_relax_coordinate,tigger_outer_coordinate,tigger_outer_full_grap_coordinate,tigger_outer_full_open_coordinate,time_,velocity,water_deep,beam_acceleration,hand_acceleration,hand_box_cloumns_2_coordinate
65,4.271428571,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,564,623,955,6300,0,-3,0,0,0.275889062,65,operator_top_forward_manual,,3,,,5,243,64,当前推拉坐标开始,当前推拉坐标终点,,9,10,6,0,84,26,30,82,3,0.26,16.42857143,66,0,495000,28
65,4.6,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,609,525,953,-4900,0,23,0,0,0.135645528,25,operator_top_forward_manual,,4,,,156,75,167,当前推拉坐标开始,当前推拉坐标终点,,9,10,30,0,109,9,16,92,9,0.28,16.42857143,21,0,0,28
65,4.928571429,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,573,542,956,850,0,19,0,0,0.899905757,24,operator_top_forward_manual,,8,,,29,240,307,当前推拉坐标开始,当前推拉坐标终点,,10,10,22,0,104,12,28,93,6,0.3,16.42857143,30,0,287500,28
65,5.257142857,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,488,567,947,1250,0,15,0,0,0.459200952,81,operator_top_forward_manual,,5,,,250,99,108,当前推拉坐标开始,当前推拉坐标终点,,10,10,33,0,119,6,2,83,17,0.32,16.42857143,81,0,20000,28
65,5.585714286,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,503,631,945,3200,0,-3,0,0,0.359676832,29,operator_top_forward_manual,,6,,,40,170,73,当前推拉坐标开始,当前推拉坐标终点,,9,10,1,0,116,22,21,93,31,0.34,16.42857143,67,0,97500,28
65,5.914285714,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,457,500,951,-6550,0,3,0,0,0.742063572,23,operator_top_forward_manual,,1,,,55,254,300,当前推拉坐标开始,当前推拉坐标终点,,9,10,18,0,112,6,1,95,14,0.36,16.42857143,69,0,0,28
65,6.242857143,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,598,550,953,2500,0,21,0,0,0.51017024,25,operator_top_forward_manual,,0,,,11,345,276,当前推拉坐标开始,当前推拉坐标终点,,10,10,30,0,111,23,3,105,13,0.38,16.42857143,26,0,452500,28
65,6.571428571,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,461,609,944,2950,0,3,0,0,0.705559762,55,operator_top_forward_manual,,10,,,242,21,141,当前推拉坐标开始,当前推拉坐标终点,,11,10,14,0,84,34,5,91,21,0.4,16.42857143,97,0,22500,28
65,6.9,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,584,575,958,-1700,0,17,0,0,0.66034391,58,operator_top_forward_manual,,8,,,266,122,50,当前推拉坐标开始,当前推拉坐标终点,,9,10,14,0,117,32,27,94,8,0.42,16.42857143,77,0,0,28
65,7.228571429,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,646,524,943,-2550,0,17,0,0,0.75461435,90,operator_top_forward_manual,,1,,,328,336,181,当前推拉坐标开始,当前推拉坐标终点,,11,10,33,0,116,4,9,118,2,0.44,16.42857143,65,0,0,28
65,7.557142857,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,515,597,953,3650,0,8,0,0,0.079943094,48,operator_top_forward_manual,,7,,,77,111,46,当前推拉坐标开始,当前推拉坐标终点,,11,10,3,0,115,11,6,102,24,0.46,16.42857143,83,0,310000,28
65,7.885714286,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,640,458,954,-6950,0,13,0,0,0.704538594,82,operator_top_forward_manual,,6,,,302,187,125,当前推拉坐标开始,当前推拉坐标终点,,10,10,34,0,84,9,21,112,29,0.48,16.42857143,63,0,0,28
65,8.214285714,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,496,483,942,1250,0,8,0,0,0.336500565,32,operator_top_forward_manual,,3,,,196,152,302,当前推拉坐标开始,当前推拉坐标终点,,9,10,20,0,92,34,28,109,19,0.5,16.42857143,23,0,410000,28
65,8.542857143,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,619,531,954,2400,0,-3,0,0,0.81408967,29,operator_top_forward_manual,,9,,,110,133,113,当前推拉坐标开始,当前推拉坐标终点,,11,10,28,0,95,29,10,94,8,0.52,16.42857143,40,0,57500,28
65,8.871428571,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,460,535,957,200,0,16,0,0,0.641663683,80,operator_top_forward_manual,,0,,,118,296,23,当前推拉坐标开始,当前推拉坐标终点,,9,10,13,0,105,15,23,95,19,0.54,16.42857143,29,0,0,28
65,9.2,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,559,628,952,4650,0,0,0,0,0.099182845,40,operator_top_forward_manual,,9,,,325,231,182,当前推拉坐标开始,当前推拉坐标终点,,8,10,28,0,81,23,18,81,22,0.56,16.42857143,62,0,222500,28
65,9.528571429,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,569,638,946,500,0,2,0,0,0.413850936,45,operator_top_forward_manual,,7,,,233,351,121,当前推拉坐标开始,当前推拉坐标终点,,8,10,19,0,107,21,33,86,6,0.58,16.42857143,44,0,0,28
65,9.857142857,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,582,557,950,-4050,0,9,0,0,0.024786985,85,operator_top_forward_manual,,9,,,19,317,242,当前推拉坐标开始,当前推拉坐标终点,,10,10,17,0,109,17,30,110,28,0.6,16.42857143,85,0,0,28
65,10.18571429,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,586,471,948,-4300,0,6,0,0,0.480406878,34,operator_top_forward_manual,,8,,,239,305,208,当前推拉坐标开始,当前推拉坐标终点,,11,10,32,0,92,7,24,119,24,0.62,16.42857143,89,0,0,28
65,10.51428571,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,504,467,940,-200,0,17,0,0,0.929267132,33,operator_top_forward_manual,,9,,,288,163,23,当前推拉坐标开始,当前推拉坐标终点,,10,10,29,0,87,9,21,84,15,0.64,16.42857143,48,0,205000,28
65,10.84285714,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,542,478,959,550,0,2,0,0,0.377284414,97,operator_top_forward_manual,,6,,,283,225,199,当前推拉坐标开始,当前推拉坐标终点,,9,10,17,0,88,7,32,105,6,0.66,16.42857143,82,0,37500,28
65,11.17142857,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,515,587,946,5450,0,2,0,0,0.425469458,68,operator_top_forward_manual,,5,,,210,321,222,当前推拉坐标开始,当前推拉坐标终点,,8,10,3,0,106,1,29,113,5,0.68,16.42857143,91,0,245000,28
65,11.5,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,529,451,957,-6800,0,-1,0,0,0.895901371,37,operator_top_forward_manual,,3,,,283,211,268,当前推拉坐标开始,当前推拉坐标终点,,10,10,5,0,91,7,31,103,12,0.7,16.42857143,65,0,0,28
65,11.82857143,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,552,467,957,800,0,18,0,0,0.230008804,40,operator_top_forward_manual,,2,,,282,19,298,当前推拉坐标开始,当前推拉坐标终点,,8,10,3,0,111,7,0,91,19,0.72,16.42857143,24,0,380000,28
65,12.15714286,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,590,640,954,8650,0,-3,0,0,0.858552866,80,operator_top_forward_manual,,8,,,223,319,297,当前推拉坐标开始,当前推拉坐标终点,,8,10,31,0,91,16,21,81,0,0.74,16.42857143,67,0,392500,28
65,12.48571429,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,536,631,952,-450,0,11,0,0,0.450125728,83,operator_top_forward_manual,,10,,,162,223,63,当前推拉坐标开始,当前推拉坐标终点,,10,10,21,0,100,23,5,91,21,0.76,16.42857143,41,0,0,28
65,12.81428571,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,576,538,959,-4650,0,4,0,0,0.589623789,45,operator_top_forward_manual,,9,,,232,303,308,当前推拉坐标开始,当前推拉坐标终点,,9,10,12,0,87,1,2,119,18,0.78,16.42857143,99,0,0,28
65,13.14285714,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,591,510,940,-1400,0,1,0,0,0.358041514,66,operator_top_forward_manual,,6,,,107,236,266,当前推拉坐标开始,当前推拉坐标终点,,9,10,5,0,106,21,24,91,12,0.8,16.42857143,33,0,162500,28
65,13.47142857,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,485,628,959,5900,0,3,0,0,0.440387554,35,operator_top_forward_manual,,9,,,228,140,305,当前推拉坐标开始,当前推拉坐标终点,,10,10,31,0,86,28,24,83,22,0.82,16.42857143,62,0,365000,28
65,13.8,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,463,566,947,-3100,0,23,0,0,0.932810582,83,operator_top_forward_manual,,10,,,354,240,298,当前推拉坐标开始,当前推拉坐标终点,,11,10,21,0,114,30,6,111,10,0.84,16.42857143,58,0,0,28
65,14.12857143,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,643,480,954,-4300,0,10,0,0,0.1961954,32,operator_top_forward_manual,,0,,,332,228,184,当前推拉坐标开始,当前推拉坐标终点,,11,10,20,0,115,34,3,83,4,0.86,16.42857143,55,0,0,28
65,14.45714286,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,479,503,940,1150,0,6,0,0,0.840560548,32,operator_top_forward_manual,,1,,,345,354,237,当前推拉坐标开始,当前推拉坐标终点,,9,10,10,0,110,29,20,94,9,0.88,16.42857143,97,0,272500,28
65,14.78571429,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,599,502,949,-50,0,11,0,0,0.448457428,37,operator_top_forward_manual,,5,,,323,178,332,当前推拉坐标开始,当前推拉坐标终点,,10,10,14,0,99,4,34,113,28,0.9,16.42857143,51,0,0,28
65,15.11428571,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,465,533,950,1550,0,6,0,0,0.532625351,68,operator_top_forward_manual,,7,,,40,154,61,当前推拉坐标开始,当前推拉坐标终点,,11,10,34,0,113,27,17,117,16,0.92,16.42857143,60,0,80000,28
65,15.44285714,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,489,525,940,-400,0,19,0,0,0.210218185,82,operator_top_forward_manual,,2,,,111,256,355,当前推拉坐标开始,当前推拉坐标终点,,9,10,30,0,106,21,25,87,16,0.94,16.42857143,98,0,0,28
65,15.77142857,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,563,592,941,3350,0,11,0,0,0.385720313,42,operator_top_forward_manual,,3,,,2,81,170,当前推拉坐标开始,当前推拉坐标终点,,9,10,12,0,119,4,19,107,1,0.96,16.42857143,88,0,187500,28
65,16.1,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,455,578,947,-700,0,11,0,0,0.932641533,21,operator_top_forward_manual,,7,,,273,170,231,当前推拉坐标开始,当前推拉坐标终点,,10,10,25,0,98,27,27,99,18,0.98,16.42857143,36,0,0,28
65,16.42857143,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,559,583,940,250,0,19,0,0,0.236660225,35,operator_top_forward_manual,,7,,,97,328,115,当前推拉坐标开始,当前推拉坐标终点,,11,10,25,0,112,24,15,101,5,1,16.42857143,32,0,47500,28
65,16.75714286,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,645,513,955,-3500,0,7,0,0,0.892860569,39,operator_top_forward_manual,,6,,,52,295,241,当前推拉坐标开始,当前推拉坐标终点,,9,10,30,0,115,28,22,82,29,1.02,16.42857143,70,0,0,28
65,17.08571429,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,606,615,956,5100,0,9,0,0,0.650361314,75,operator_top_forward_manual,,10,,,35,296,61,当前推拉坐标开始,当前推拉坐标终点,,10,10,31,0,94,25,13,91,14,1.04,16.42857143,64,0,430000,28
65,17.41428571,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,543,648,951,1650,0,0,0,0,0.384031382,64,operator_top_forward_manual,,1,,,210,2,137,当前推拉坐标开始,当前推拉坐标终点,,11,10,0,0,96,22,5,94,28,1.06,16.42857143,91,0,0,28
65,17.74285714,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,453,452,946,-9800,0,4,0,0,0.977482054,37,operator_top_forward_manual,,5,,,350,246,169,当前推拉坐标开始,当前推拉坐标终点,,8,10,30,0,115,24,8,80,20,1.08,16.42857143,52,0,0,28
65,18.07142857,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,542,625,952,8650,0,12,0,0,0.992772314,21,operator_top_forward_manual,,10,,,86,185,130,当前推拉坐标开始,当前推拉坐标终点,,8,10,13,0,114,10,12,101,11,1.1,16.42857143,95,0,922500,28
65,18.4,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,560,601,941,-1200,0,8,0,0,0.577108907,66,operator_top_forward_manual,,1,,,242,140,183,当前推拉坐标开始,当前推拉坐标终点,,10,10,8,0,103,22,8,89,34,1.12,16.42857143,80,0,0,28
65,18.72857143,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,484,482,943,-5950,0,15,0,0,0.495749552,48,operator_top_forward_manual,,2,,,275,304,182,当前推拉坐标开始,当前推拉坐标终点,,10,10,12,0,82,6,23,97,5,1.14,16.42857143,79,0,0,28
65,19.05714286,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,647,639,959,7850,0,0,0,0,0.116474436,21,operator_top_forward_manual,,1,,,311,197,315,当前推拉坐标开始,当前推拉坐标终点,,8,10,0,0,119,21,1,103,12,1.16,16.42857143,22,0,690000,28
65,19.38571429,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,541,466,942,-8650,0,11,0,0,0.588780565,55,operator_top_forward_manual,,4,,,322,29,244,当前推拉坐标开始,当前推拉坐标终点,,9,10,6,0,118,19,18,81,6,1.18,16.42857143,39,0,0,28
65,19.71428571,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,639,631,941,8250,0,2,0,0,0.898617949,49,operator_top_forward_manual,,10,,,224,355,47,当前推拉坐标开始,当前推拉坐标终点,,8,10,29,0,97,30,22,86,22,1.2,16.42857143,81,0,845000,28
65,20.04285714,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,646,529,957,-5100,0,10,0,0,0.244303514,82,operator_top_forward_manual,,0,,,130,237,33,当前推拉坐标开始,当前推拉坐标终点,,9,10,7,0,114,13,31,85,10,1.22,16.42857143,43,0,0,28
65,20.37142857,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,646,606,942,3850,0,4,0,0,0.194516996,48,operator_top_forward_manual,,5,,,198,334,258,当前推拉坐标开始,当前推拉坐标终点,,8,10,2,0,82,20,24,91,34,1.24,16.42857143,45,0,447500,28
65,20.7,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,637,489,946,-5850,0,-1,0,0,0.466432657,99,operator_top_forward_manual,,9,,,119,140,344,当前推拉坐标开始,当前推拉坐标终点,,11,10,23,0,99,3,19,96,15,1.26,16.42857143,40,0,0,28
65,21.02857143,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,467,505,957,800,0,5,0,0,0.81335804,96,operator_top_forward_manual,,3,,,243,146,177,当前推拉坐标开始,当前推拉坐标终点,,8,10,3,0,106,31,10,110,29,1.28,16.42857143,28,0,332500,28
65,21.35714286,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,545,590,950,4250,0,15,0,0,0.063752997,41,operator_top_forward_manual,,9,,,158,160,326,当前推拉坐标开始,当前推拉坐标终点,,11,10,9,0,92,1,28,81,9,1.3,16.42857143,83,0,172500,28
65,21.68571429,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,643,475,947,-5750,0,19,0,0,0.687454487,63,operator_top_forward_manual,,0,,,276,322,242,当前推拉坐标开始,当前推拉坐标终点,,8,10,32,0,106,12,2,102,24,1.32,16.42857143,45,0,0,28
65,22.01428571,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,554,525,951,2500,0,12,0,0,0.414717799,28,operator_top_forward_manual,,5,,,234,271,332,当前推拉坐标开始,当前推拉坐标终点,,10,10,12,0,106,27,21,116,21,1.34,16.42857143,27,0,412500,28
65,22.34285714,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,609,544,945,950,0,-3,0,0,0.187361642,35,operator_top_forward_manual,,4,,,182,25,227,当前推拉坐标开始,当前推拉坐标终点,,9,10,14,0,117,6,0,93,30,1.36,16.42857143,23,0,0,28
65,22.67142857,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,491,471,948,-3650,0,-3,0,0,0.289103307,56,operator_top_forward_manual,,2,,,207,167,331,当前推拉坐标开始,当前推拉坐标终点,,8,10,29,0,93,0,14,113,18,1.38,16.42857143,54,0,0,28
65,23,4800,0,40,FALSE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,597,527,959,2800,0,12,0,0,0.975211327,98,operator_top_forward_manual,,3,,,337,274,65,当前推拉坐标开始,当前推拉坐标终点,,10,10,23,0,99,15,33,110,24,1.4,16.42857143,25,0,322500,28
65,23.32857143,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,613,584,948,2850,0,9,0,0,0.763298236,43,operator_top_forward_manual,,4,,,237,40,269,当前推拉坐标开始,当前推拉坐标终点,,11,10,27,0,99,22,16,113,2,1.42,16.42857143,63,0,2500,28
65,23.65714286,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,608,490,940,-4700,0,22,0,0,0.080525963,67,operator_top_forward_manual,,9,,,345,74,319,当前推拉坐标开始,当前推拉坐标终点,,10,10,0,0,114,27,3,96,19,1.44,16.42857143,33,0,0,28
65,23.98571429,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,618,605,957,5750,0,5,0,0,0.861573516,32,operator_top_forward_manual,,4,,,150,293,69,当前推拉坐标开始,当前推拉坐标终点,,8,10,10,0,115,0,2,102,22,1.46,16.42857143,82,0,522500,28
65,24.31428571,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,525,512,948,-4650,0,15,0,0,0.254179031,47,operator_top_forward_manual,,8,,,318,269,190,当前推拉坐标开始,当前推拉坐标终点,,8,10,25,0,95,24,4,98,30,1.48,16.42857143,45,0,0,28
65,24.64285714,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,576,634,941,6100,0,1,0,0,0.627517297,25,operator_top_forward_manual,,2,,,54,329,28,当前推拉坐标开始,当前推拉坐标终点,,11,10,21,0,98,8,1,86,8,1.5,16.42857143,74,0,537500,28
65,24.97142857,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,629,620,946,-700,0,5,0,0,0.244611051,63,operator_top_forward_manual,,7,,,112,173,115,当前推拉坐标开始,当前推拉坐标终点,,9,10,13,0,113,27,18,90,15,1.52,16.42857143,76,0,0,28
65,25.3,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,637,527,944,-4650,0,7,0,0,0.08280482,96,operator_top_forward_manual,,5,,,70,230,23,当前推拉坐标开始,当前推拉坐标终点,,11,10,22,0,105,22,31,119,23,1.54,16.42857143,73,0,0,28
65,25.62857143,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,639,628,946,5050,0,14,0,0,0.865335153,70,operator_top_forward_manual,,4,,,82,203,87,当前推拉坐标开始,当前推拉坐标终点,,11,10,6,0,92,10,25,104,7,1.56,16.42857143,97,0,485000,28
65,25.95714286,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,453,465,957,-8150,0,18,0,0,0.990056811,23,operator_top_forward_manual,,2,,,243,78,273,当前推拉坐标开始,当前推拉坐标终点,,9,10,3,0,87,25,27,106,27,1.58,16.42857143,73,0,0,28
65,26.28571429,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,625,522,958,2850,0,22,0,0,0.155315231,93,operator_top_forward_manual,,7,,,221,327,31,当前推拉坐标开始,当前推拉坐标终点,,9,10,28,0,103,8,29,103,13,1.6,16.42857143,68,0,550000,28
65,26.61428571,4800,0,40,,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,564,575,954,2650,0,22,0,0,0.873250048,97,operator_top_forward_manual,,1,,,131,180,197,当前推拉坐标开始,当前推拉坐标终点,,11,10,18,0,97,19,14,88,5,1.62,16.42857143,75,0,0,28
65,26.94285714,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,608,508,948,-3350,0,21,0,0,0.317201891,94,operator_top_forward_manual,,7,,,107,243,66,当前推拉坐标开始,当前推拉坐标终点,,10,10,30,0,99,4,24,80,14,1.64,16.42857143,26,0,0,28
65,27.27142857,4800,0,40,TRUE,20,every_order,0,当前旋转坐标,2500,0,1,11,40,15,584,558,946,2500,0,10,0,0,0.616344446,45,operator_top_forward_manual,,10,,,47,127,284,当前推拉坐标开始,当前推拉坐标终点,,10,10,17,0,85,12,17,93,25,1.66,16.42857143,95,0,292500,28
